CustomerNo,Recency,Frequency,Monetary,Cluster
13325.0,82,2,3105.25,2
13327.0,39,8,16047.16,0
13328.0,317,1,8071.76,3
13329.0,32,2,5553.78,1
13330.0,93,3,7116.13,2
13332.0,15,1,1274.24,1
13334.0,83,3,20704.03,2
13336.0,78,1,6305.32,2
13337.0,358,1,3977.2,3
13338.0,156,2,13274.69,2
13339.0,201,1,4222.7699999999995,3
13340.0,46,7,66186.45,0
13341.0,261,1,3760.96,3
13343.0,178,1,1500.91,3
13344.0,68,4,17424.43,2
13345.0,288,2,5394.37,2
13347.0,71,1,2389.56,3
13348.0,65,1,1633.34,3
13349.0,11,1,1381.16,1
13350.0,17,2,2992.7400000000002,1
13351.0,67,1,1459.01,3
13352.0,61,2,13346.67,2
13354.0,72,1,6952.64,2
13355.0,123,1,3122.68,3
13356.0,81,1,3812.37,3
13357.0,258,1,3925.58,3
13358.0,269,1,3260.59,3
13359.0,64,1,2039.09,3
13362.0,10,4,15072.1,0
13363.0,18,2,8171.7,1
13364.0,72,1,848.16,3
13365.0,34,3,14864.41,2
13366.0,51,1,1533.6000000000001,3
13367.0,8,1,11971.08,1
13368.0,257,3,5573.13,2
13369.0,366,1,1781.6,3
13370.0,372,1,4289.27,3
13371.0,165,1,11074.7,2
13372.0,90,1,1956.3,3
13373.0,61,3,20133.09,2
13375.0,89,1,5147.32,2
13376.0,100,3,5312.2699999999995,2
13378.0,99,1,7752.33,2
13379.0,27,3,6514.099999999999,2
13381.0,32,6,24527.7,0
13382.0,281,1,1571.11,3
13384.0,31,7,26053.42,0
13385.0,330,1,3427.87,3
13388.0,132,3,9160.07,2
13389.0,12,3,4538.74,1
13390.0,75,1,2853.4,3
13391.0,204,1,102.28,3
13394.0,2,8,26096.45,0
13395.0,186,1,3759.12,3
13396.0,30,3,12485.63,2
13397.0,73,6,11795.12,2
13398.0,193,1,3349.07,3
13399.0,305,1,3677.87,3
13402.0,128,2,5545.88,2
13403.0,18,1,269.72,1
13404.0,2,2,1324.76,1
13405.0,205,2,2241.89,3
13408.0,2,62,175237.05,0
13410.0,25,5,6337.44,2
13411.0,108,2,1007.69,3
13414.0,134,3,17512.93,2
13416.0,44,2,2185.9,1
13417.0,5,2,1553.02,1
13418.0,12,19,44917.55,0
13419.0,64,1,2921.36,3
13420.0,150,2,1199.12,3
13421.0,41,2,13177.92,2
13422.0,65,1,15547.24,2
13423.0,327,1,15478.34,2
13425.0,109,4,12496.18,2
13426.0,1,10,25893.59,0
13427.0,20,4,6234.22,1
13428.0,11,1,979.98,1
13429.0,11,4,13791.640000000001,0
13430.0,19,2,8393.26,1
13431.0,68,3,7744.66,2
13433.0,183,1,3696.4399999999996,3
13434.0,75,2,3623.04,2
13435.0,6,7,24028.86,0
13436.0,2,1,516.64,1
13437.0,15,8,33736.3,0
13439.0,116,2,12406.88,2
13441.0,92,2,2405.4,3
13442.0,369,1,25.7,3
13447.0,24,3,7142.8,1
13448.0,17,6,17687.24,0
13449.0,24,1,2512.68,1
13450.0,27,6,22410.28,0
13451.0,27,6,36597.159999999996,0
13452.0,260,2,1321.24,3
13453.0,166,2,1739.22,3
13455.0,25,2,4466.2699999999995,1
13456.0,18,6,8572.27,0
13458.0,8,14,62678.34,0
13459.0,183,1,4795.89,3
13460.0,30,3,3252.92,1
13461.0,39,3,11554.54,2
13462.0,253,1,790.7,3
13464.0,59,2,10783.94,2
13466.0,185,1,2970.18,3
13467.0,11,4,11291.67,0
13468.0,2,38,36521.54,0
13470.0,100,3,7846.5199999999995,2
13471.0,2,5,22625.94,0
13472.0,61,1,65.7,3
13473.0,61,2,3159.7999999999997,2
13474.0,237,1,1588.18,3
13475.0,192,4,11800.949999999999,2
13476.0,179,2,6521.47,2
13477.0,38,6,11831.24,2
13479.0,201,2,1681.9,3
13481.0,46,5,11898.92,2
13482.0,173,2,2005.85,3
13483.0,66,1,1783.78,3
13484.0,242,1,772.7,3
13485.0,234,1,3183.69,3
13486.0,79,3,8007.0,2
13487.0,58,3,3244.08,2
13488.0,18,14,55695.85,0
13489.0,20,5,6724.070000000001,2
13490.0,155,1,23.02,3
13491.0,52,10,10501.9,0
13492.0,137,4,4909.45,2
13493.0,276,3,10879.85,2
13494.0,155,4,4069.47,2
13495.0,8,5,9963.32,0
13496.0,11,3,10363.97,1
13497.0,60,3,2051.13,2
13499.0,18,6,17528.56,0
13500.0,24,3,7437.54,2
13501.0,173,2,7241.07,2
13502.0,17,3,2312.3,1
13503.0,72,1,2584.17,3
13504.0,65,1,2127.65,3
13505.0,73,4,29009.28,2
13506.0,155,4,15792.119999999999,2
13507.0,4,4,16866.39,0
13508.0,244,2,1449.1399999999999,3
13509.0,9,6,11667.43,0
13510.0,2,5,19800.96,0
13512.0,261,1,1723.29,3
13513.0,127,1,1327.34,3
13514.0,74,2,6264.92,2
13515.0,73,4,7713.76,2
13516.0,22,4,13748.699999999999,2
13517.0,60,3,16036.08,2
13518.0,86,2,5275.62,2
13519.0,6,3,6273.64,1
13520.0,59,6,19120.26,2
13521.0,2,3,4661.89,1
13522.0,31,1,579.96,1
13523.0,34,5,21771.35,2
13524.0,41,5,3966.46,2
13525.0,15,2,3574.0600000000004,1
13527.0,34,7,19675.05,0
13529.0,79,2,1014.1,3
13531.0,20,3,10769.03,2
13532.0,34,1,1537.67,1
13533.0,183,4,4478.76,2
13534.0,3,26,25912.69,0
13535.0,207,1,5632.43,3
13536.0,2,7,21238.91,0
13538.0,44,8,3296.2000000000003,2
13539.0,80,4,3963.82,2
13540.0,40,1,31.27,3
13543.0,207,1,1492.03,3
13544.0,40,2,1583.98,1
13546.0,13,3,3612.92,1
13548.0,97,2,5194.8,2
13549.0,26,7,5410.69,0
13551.0,320,1,168.06,3
13552.0,67,12,16082.99,0
13555.0,74,4,30730.17,2
13557.0,29,2,6195.0,1
13558.0,6,4,3640.58,1
13560.0,8,1,393.46000000000004,1
13561.0,216,1,983.93,3
13562.0,82,4,8315.33,2
13563.0,85,2,2852.23,2
13564.0,355,2,7992.62,2
13565.0,20,2,2009.1599999999999,1
13566.0,41,2,6653.73,2
13567.0,144,1,10675.93,2
13568.0,174,1,915.0799999999999,3
13569.0,18,3,2011.51,1
13570.0,244,1,1895.54,3
13571.0,13,12,18712.32,0
13572.0,206,1,6891.25,3
13573.0,51,2,3406.77,2
13575.0,24,5,4815.05,2
13576.0,11,18,32250.43,0
13577.0,26,4,7924.889999999999,2
13579.0,15,2,1444.96,1
13581.0,281,2,3557.92,3
13583.0,156,1,8109.92,2
13584.0,307,1,519.07,3
13586.0,243,1,6336.13,3
13587.0,64,1,1970.6000000000001,3
13588.0,16,9,28142.28,0
13589.0,15,2,975.82,1
13590.0,12,6,17411.9,0
13591.0,65,4,5573.74,2
13592.0,36,5,8651.08,2
13593.0,109,5,9580.01,2
13594.0,53,1,3817.27,1
13596.0,6,2,2563.69,1
13598.0,48,1,748.13,3
13599.0,2,21,33550.0,0
13600.0,313,1,3547.16,3
13601.0,46,2,6252.87,2
13602.0,65,1,2992.88,3
13603.0,27,2,6386.03,1
13604.0,253,1,219.05,3
13606.0,30,3,3147.12,1
13607.0,41,1,3661.14,1
13610.0,13,7,6088.93,0
13611.0,90,3,9052.3,2
13612.0,5,1,5521.15,1
13614.0,25,4,7492.4,2
13615.0,319,1,2316.02,3
13617.0,41,3,3632.36,2
13618.0,174,1,2702.9,3
13621.0,117,1,3734.88,3
13623.0,31,5,3767.2799999999997,2
13626.0,253,1,2406.02,3
13627.0,60,5,14686.55,2
13629.0,24,11,30492.24,0
13630.0,6,7,15566.72,0
13631.0,100,11,7933.28,2
13632.0,25,5,12526.99,2
13634.0,34,5,8551.72,2
13635.0,68,1,7967.49,2
13636.0,37,6,13019.95,2
13637.0,53,3,4618.38,2
13638.0,16,1,575.6700000000001,1
13639.0,75,1,9258.5,2
13640.0,235,1,38.07,3
13641.0,368,1,2401.87,3
13642.0,216,1,2124.84,3
13643.0,32,4,2573.45,1
13644.0,17,4,21144.07,0
13645.0,121,1,1877.86,3
13647.0,10,4,8731.2,1
13648.0,270,1,5875.95,3
13649.0,257,3,2753.79,3
13650.0,17,6,9847.57,0
13651.0,40,2,1213.33,1
13652.0,46,3,6927.07,2
13653.0,199,1,60.14,3
13654.0,44,7,25071.95,0
13655.0,115,2,6857.96,2
13656.0,165,2,5291.66,2
13657.0,11,2,1974.52,1
13658.0,10,5,10373.48,0
13659.0,206,2,10715.38,2
13660.0,302,1,4111.8,3
13662.0,86,4,7395.17,2
13663.0,180,1,1126.96,3
13666.0,61,4,16581.05,2
13667.0,150,1,1891.03,3
13668.0,3,21,42658.09,0
13669.0,51,2,2653.04,1
13670.0,76,2,4541.82,2
13672.0,214,3,1852.25,3
13673.0,19,2,1626.42,1
13674.0,80,1,22.24,3
13675.0,152,2,3881.14,2
13678.0,152,1,9707.6,2
13680.0,2,4,19368.73,0
13681.0,18,5,5673.52,1
13682.0,188,1,163.51999999999998,3
13684.0,286,1,468.60999999999996,3
13685.0,3,8,51381.950000000004,0
13686.0,183,1,791.1999999999999,3
13687.0,114,1,30.950000000000003,3
13689.0,64,2,4322.75,2
13690.0,60,1,863.2,3
13691.0,134,1,249.9,3
13692.0,25,3,14090.789999999999,2
13694.0,4,51,646116.78,0
13695.0,32,15,18894.39,0
13697.0,39,1,1969.32,1
13699.0,156,1,992.76,3
13700.0,27,10,25936.34,0
13703.0,319,1,204.5,3
13704.0,6,9,17522.69,0
13705.0,8,3,3739.41,1
13706.0,303,1,2276.31,3
13707.0,268,2,4424.22,3
13708.0,272,1,3333.08,3
13709.0,4,13,40338.64,0
13710.0,32,1,1988.72,1
13711.0,219,2,1693.32,3
13712.0,247,1,3842.82,3
13713.0,213,1,60.309999999999995,3
13714.0,278,1,1071.76,3
13715.0,282,5,6501.639999999999,2
13716.0,73,2,5507.2,2
13717.0,33,7,26411.5,0
13718.0,247,2,2087.2799999999997,3
13719.0,16,6,14928.81,0
13720.0,117,4,5905.77,2
13721.0,37,1,3776.0499999999997,1
13722.0,132,3,16069.5,2
13723.0,218,1,645.54,3
13725.0,50,9,18889.1,0
13726.0,39,2,11849.18,2
13727.0,29,2,2002.1499999999999,1
13728.0,37,6,5735.32,2
13730.0,136,2,5713.42,2
13731.0,220,2,3474.97,3
13732.0,29,1,5607.86,1
13735.0,25,5,15611.4,2
13736.0,6,2,4374.55,1
13737.0,201,1,1629.1200000000001,3
13739.0,19,1,775.62,1
13740.0,241,1,4715.7300000000005,3
13741.0,72,3,2919.33,2
13742.0,17,12,13886.380000000001,0
13743.0,3,8,18820.77,0
13744.0,96,2,13987.42,2
13745.0,163,1,5391.32,3
13746.0,15,2,9072.800000000001,1
13747.0,354,2,390.75,3
13748.0,96,5,5470.82,2
13750.0,54,6,54837.85,2
13751.0,289,2,1296.44,3
13752.0,125,6,10154.0,2
13753.0,288,1,6007.46,3
13754.0,4,3,9519.51,1
13755.0,4,10,15927.96,0
13756.0,3,14,35456.83,0
13758.0,12,7,20124.51,0
13759.0,34,2,3617.16,1
13760.0,55,2,2313.1,1
13761.0,51,3,7261.91,2
13762.0,219,1,3102.72,3
13763.0,64,1,9219.76,2
13764.0,71,3,10709.77,2
13766.0,205,1,1651.31,3
13767.0,3,39,98939.8,0
13768.0,19,1,16127.5,1
13769.0,3,10,13953.19,0
13771.0,65,4,17478.03,2
13772.0,34,3,6406.63,2
13773.0,290,1,15.02,3
13774.0,82,1,2321.35,3
13775.0,143,1,11.53,3
13777.0,1,34,150785.02,0
13778.0,104,3,1711.8799999999999,3
13780.0,8,4,2926.61,1
13781.0,251,1,438.48,3
13782.0,13,6,4170.63,1
13784.0,10,11,27892.46,0
13785.0,102,1,79.01,3
13786.0,368,1,1629.9199999999998,3
13787.0,76,2,3770.33,2
13790.0,5,1,4579.84,1
13791.0,128,2,9126.0,2
13792.0,67,2,1143.31,3
13798.0,2,57,248927.53,0
13799.0,117,3,4942.19,2
13800.0,310,1,3964.64,3
13801.0,67,1,2054.58,3
13802.0,139,3,25749.8,2
13803.0,256,1,1524.14,3
13804.0,31,7,18055.27,0
13805.0,53,2,20420.4,2
13806.0,64,1,836.74,3
13807.0,368,1,484.38,3
13808.0,6,5,8921.78,0
13809.0,306,1,456.12,3
13810.0,29,2,3994.81,1
13811.0,184,2,1178.73,3
13812.0,43,4,11041.64,2
13813.0,40,4,6546.59,2
13814.0,93,2,10473.439999999999,2
13815.0,23,4,27392.05,2
13816.0,24,2,3228.18,1
13817.0,30,2,2345.98,1
13819.0,302,3,11515.72,2
13821.0,145,2,1777.87,3
13822.0,6,2,6354.8099999999995,1
13823.0,19,2,5480.74,1
13824.0,33,5,8956.25,2
13825.0,353,1,34.87,3
13826.0,177,2,3163.12,3
13827.0,58,3,1867.47,1
13828.0,23,3,3921.1099999999997,1
13831.0,17,6,9101.84,0
13832.0,20,2,17632.22,2
13833.0,15,2,7387.6,1
13835.0,26,6,10333.31,0
13837.0,212,2,2116.37,3
13838.0,6,4,2785.96,1
13839.0,353,1,26.34,3
13841.0,102,2,6867.86,2
13842.0,15,10,21479.72,0
13844.0,12,1,1213.24,1
13845.0,65,1,2185.9399999999996,3
13846.0,25,3,4863.36,1
13847.0,102,1,95.72,3
13848.0,93,3,39218.0,2
13849.0,52,2,11748.539999999999,2
13850.0,130,1,10082.46,2
13851.0,96,3,20194.78,2
13853.0,58,1,4191.06,1
13854.0,9,25,30706.24,0
13856.0,169,3,5462.42,2
13857.0,205,1,1735.48,3
13858.0,58,1,990.23,3
13859.0,327,1,1528.3,3
13860.0,2,5,5269.3,0
13862.0,19,9,18764.93,0
13863.0,248,1,2543.92,3
13864.0,159,1,5233.44,3
13865.0,59,6,8217.03,2
13866.0,75,1,733.42,3
13867.0,32,3,5924.85,2
13868.0,8,2,14315.02,1
13869.0,124,5,24346.91,2
13870.0,3,8,15732.68,0
13871.0,23,15,36406.34,0
13873.0,120,3,1834.3400000000001,3
13874.0,359,1,2398.74,3
13875.0,54,5,14111.67,2
13876.0,64,1,494.72,3
13877.0,87,1,1227.6,3
13878.0,55,1,6181.96,2
13880.0,22,13,22000.28,0
13881.0,4,20,111928.37999999999,0
13882.0,3,5,8586.57,0
13883.0,11,5,14502.18,0
13884.0,8,5,3344.5699999999997,1
13885.0,190,2,2384.75,3
13886.0,72,1,1540.98,3
13887.0,205,1,1865.03,3
13888.0,120,2,3265.03,3
13889.0,93,1,1923.53,3
13890.0,2,11,14671.289999999999,0
13892.0,27,5,10979.14,2
13893.0,298,1,2788.7,3
13894.0,24,4,13449.869999999999,2
13895.0,29,4,16528.52,2
13896.0,242,1,27.36,3
13897.0,51,1,2299.56,3
13898.0,65,2,8857.76,2
13899.0,17,2,1802.62,1
13900.0,142,4,5128.45,2
13901.0,73,6,20973.73,2
13904.0,38,2,3743.58,1
13906.0,312,1,6911.11,3
13908.0,80,4,17477.29,2
13911.0,58,9,30575.78,0
13914.0,12,2,3156.39,1
13916.0,39,1,186.89,3
13917.0,50,2,2615.5,1
13918.0,50,2,12929.92,2
13919.0,60,2,5195.42,2
13922.0,352,1,1129.72,3
13923.0,54,2,13041.5,2
13924.0,2,6,13751.0,0
13925.0,93,4,4087.53,2
13926.0,24,1,1295.26,1
13927.0,75,1,2303.44,3
13928.0,11,5,1683.76,1
13929.0,170,2,2329.36,3
13930.0,58,2,3153.7799999999997,2
13931.0,96,2,7835.32,2
13932.0,295,1,1052.85,3
13933.0,110,2,2725.2,3
13934.0,264,1,4942.39,3
13936.0,178,2,4184.39,2
13937.0,170,1,1423.44,3
13938.0,36,1,790.88,1
13939.0,24,3,9264.45,2
13940.0,13,5,10167.630000000001,0
13941.0,22,5,29471.02,0
13946.0,80,3,5115.68,2
13947.0,27,2,9025.62,2
13948.0,361,1,514.6,3
13949.0,3,7,30393.34,0
13950.0,12,4,3169.86,1
13951.0,177,4,5500.99,2
13952.0,86,3,27363.08,2
13953.0,8,7,29945.4,0
13954.0,2,2,1358.69,1
13955.0,121,3,35765.21,2
13956.0,6,5,5705.06,1
13957.0,197,1,421.3,3
13958.0,352,1,28224.29,2
13959.0,80,3,4271.96,2
13960.0,22,2,1691.48,1
13962.0,22,2,1065.54,1
13963.0,233,5,5564.08,2
13967.0,146,1,513.18,3
13969.0,8,18,46665.35,0
13971.0,19,8,20567.21,0
13972.0,71,3,7422.17,2
13973.0,288,1,1327.31,3
13974.0,50,1,2726.87,1
13975.0,32,6,19502.15,0
13976.0,207,1,1945.26,3
13977.0,267,1,1712.55,3
13978.0,15,2,3337.28,1
13979.0,74,1,6698.66,2
13980.0,61,1,1968.0600000000002,3
13982.0,40,4,13499.4,2
13983.0,30,12,14792.97,0
13984.0,27,5,7904.620000000001,2
13985.0,5,15,35035.54,0
13986.0,18,1,4735.759999999999,1
13988.0,20,6,34906.85,0
13989.0,66,2,14169.75,2
13990.0,214,2,2409.04,3
13991.0,13,6,9113.04,0
13992.0,31,2,772.66,1
13993.0,43,9,12568.539999999999,0
13994.0,4,6,11786.41,0
13995.0,16,6,8436.83,0
13999.0,11,13,24403.9,0
14000.0,141,4,14206.01,2
14001.0,46,3,9352.28,2
14002.0,135,3,9544.43,2
14004.0,44,8,28123.01,0
14005.0,10,6,23383.99,0
14006.0,116,4,6434.95,2
14009.0,199,3,4271.24,2
14012.0,278,1,1977.2399999999998,3
14013.0,111,3,4973.74,2
14014.0,78,1,11547.220000000001,2
14015.0,53,1,4815.06,1
14016.0,162,4,26119.899999999998,2
14018.0,110,1,55.599999999999994,3
14019.0,47,3,12087.06,2
14020.0,17,2,4074.1099999999997,1
14021.0,156,3,2615.32,2
14022.0,226,1,5442.76,3
14023.0,8,2,3072.97,1
14024.0,122,2,1625.5,3
14025.0,267,1,14.09,3
14027.0,61,1,742.96,3
14029.0,64,2,2508.62,2
14030.0,19,8,17571.76,0
14031.0,8,19,74320.62,0
14032.0,3,11,22796.67,0
14034.0,23,3,5003.469999999999,1
14035.0,29,5,8999.03,2
14036.0,285,1,3266.67,3
14037.0,177,2,610.31,3
14038.0,79,3,9013.02,2
14039.0,34,2,1834.58,1
14040.0,41,12,16486.61,0
14041.0,267,1,1108.37,3
14042.0,158,1,536.73,3
14044.0,27,4,3606.45,1
14045.0,110,4,7183.66,2
14046.0,285,1,4696.57,3
14047.0,9,5,4384.150000000001,1
14048.0,306,1,3372.11,3
14049.0,17,4,35608.19,0
14050.0,32,2,7428.4,2
14051.0,1,23,45799.990000000005,0
14052.0,20,1,1047.99,1
14053.0,125,2,2470.75,3
14054.0,66,1,431.7,3
14055.0,107,2,2973.58,3
14056.0,2,24,48262.27,0
14057.0,24,17,53914.5,0
14059.0,267,1,1500.04,3
14060.0,5,19,60410.58,0
14062.0,10,12,58384.630000000005,0
14064.0,30,5,19708.96,2
14066.0,18,2,1009.27,1
14067.0,64,2,4065.6,2
14068.0,321,1,1020.65,3
14070.0,360,1,286.91999999999996,3
14071.0,4,8,10502.31,0
14072.0,93,1,100.2,3
14073.0,33,1,1487.3400000000001,1
14075.0,5,3,7542.58,1
14076.0,130,1,944.1,3
14077.0,41,5,3228.79,2
14078.0,102,6,4253.02,2
14079.0,125,1,3469.39,3
14080.0,33,2,1791.61,1
14081.0,303,2,7066.51,2
14082.0,58,3,7380.01,2
14083.0,5,10,7546.7699999999995,0
14084.0,32,1,48.53,3
14085.0,3,19,34465.37,0
14087.0,3,1,1700.99,1
14088.0,11,13,152390.56,0
14089.0,57,1,1538.6,3
14090.0,325,1,816.48,3
14092.0,8,14,23915.739999999998,0
14093.0,13,1,2801.64,1
14096.0,5,17,177814.26,0
14097.0,51,2,4201.71,2
14098.0,37,1,1210.81,1
14099.0,17,11,24958.73,0
14100.0,138,1,855.72,3
14101.0,74,6,77295.36,2
14102.0,6,5,9737.34,0
14104.0,155,2,870.83,3
14105.0,240,1,9497.01,2
14107.0,52,7,20435.76,2
14108.0,31,2,4517.87,1
14109.0,73,1,1049.7,3
14110.0,4,12,27970.59,0
14111.0,15,4,3951.41,1
14112.0,23,7,16971.41,0
14113.0,4,4,8344.48,1
14114.0,274,2,1431.34,3
14115.0,193,1,4686.71,3
14116.0,20,5,8663.42,2
14117.0,144,1,830.1599999999999,3
14119.0,57,1,8343.07,2
14121.0,4,4,18803.6,0
14124.0,85,1,17016.46,2
14125.0,11,3,17978.93,1
14126.0,8,3,3074.67,1
14127.0,123,4,3781.58,2
14128.0,61,2,6364.96,2
14129.0,2,5,6714.0,0
14130.0,320,1,3127.94,3
14132.0,3,11,35399.63,0
14133.0,130,3,4187.44,2
14135.0,2,16,43102.87,0
14137.0,319,1,164.07999999999998,3
14138.0,2,2,6037.79,1
14139.0,47,1,5653.62,1
14140.0,4,2,7784.54,1
14141.0,3,4,4112.4,1
14142.0,374,1,3528.16,3
14143.0,134,1,426.12,3
14145.0,47,4,7905.120000000001,2
14146.0,8,6,32019.31,0
14147.0,79,2,1602.28,3
14148.0,8,2,1020.51,1
14149.0,17,2,9331.08,1
14150.0,22,3,27122.37,2
14152.0,76,2,7862.0,2
14154.0,240,2,6144.86,2
14155.0,267,1,328.9,3
14156.0,10,54,694965.02,0
14157.0,20,2,3354.49,1
14158.0,41,1,8275.56,2
14159.0,20,11,47251.87,0
14160.0,285,1,41.0,3
14161.0,216,3,5685.73,2
14162.0,174,2,1752.01,3
14163.0,88,4,11430.58,2
14164.0,71,3,11711.539999999999,2
14165.0,276,1,679.02,3
14167.0,40,4,2127.11,1
14168.0,256,1,907.25,3
14171.0,99,1,2084.49,3
14173.0,11,4,1441.76,1
14174.0,34,1,1088.92,1
14175.0,60,3,18830.13,2
14176.0,43,6,2854.14,2
14177.0,87,4,2674.34,2
14178.0,9,7,14659.93,0
14179.0,41,2,4043.18,1
14180.0,11,25,11978.6,0
14181.0,247,1,84.64,3
14184.0,67,1,1766.0,3
14185.0,332,1,264.1,3
14186.0,339,1,59.39,3
14188.0,31,7,9871.91,0
14189.0,3,15,42353.5,0
14191.0,2,13,35380.97,0
14193.0,68,3,12182.42,2
14194.0,5,22,71834.95,0
14195.0,120,3,13899.56,2
14196.0,107,1,1799.04,3
14198.0,19,4,3691.02,1
14199.0,219,1,476.96,3
14200.0,309,1,1371.41,3
14201.0,61,7,6752.7,2
14202.0,296,1,1060.34,3
14203.0,256,1,78231.14,2
14204.0,3,1,507.58000000000004,1
14205.0,17,3,3479.7599999999998,1
14206.0,240,2,4505.47,3
14208.0,95,1,1323.8999999999999,3
14209.0,11,7,17436.44,0
14210.0,106,6,9742.09,2
14211.0,54,9,13859.67,0
14212.0,90,1,11732.72,2
14214.0,31,7,14696.08,0
14215.0,12,6,12958.92,0
14216.0,4,4,5248.0,1
14217.0,2,17,8174.25,0
14218.0,43,1,1689.66,1
14219.0,5,1,564.72,1
14220.0,248,3,3449.67,2
14221.0,43,9,25920.42,0
14222.0,178,1,6616.25,3
14223.0,93,3,7011.7,2
14224.0,92,5,6386.22,2
14226.0,29,5,15696.76,2
14227.0,27,10,18533.82,0
14229.0,52,3,7838.16,2
14231.0,184,3,4652.71,2
14232.0,43,6,25683.38,2
14233.0,50,4,8409.51,2
14234.0,23,5,17580.89,0
14235.0,76,5,20930.22,2
14236.0,81,3,3925.52,2
14237.0,309,2,8650.66,2
14238.0,327,1,1288.33,3
14239.0,44,12,11287.18,0
14240.0,31,2,5196.67,1
14241.0,184,1,1715.1,3
14242.0,235,2,1425.13,3
14243.0,9,11,18738.8,0
14245.0,220,2,11678.2,2
14246.0,111,3,9631.6,2
14247.0,279,1,621.84,3
14248.0,319,1,1355.5,3
14249.0,239,1,46.529999999999994,3
14250.0,8,3,11971.93,1
14251.0,2,5,16311.6,0
14253.0,176,1,42.67,3
14255.0,339,1,6067.87,3
14256.0,261,2,5235.91,2
14257.0,57,6,23985.3,2
14258.0,10,9,75235.94,0
14259.0,142,1,819.92,3
14261.0,51,2,4976.54,2
14262.0,9,8,17658.899999999998,0
14264.0,155,2,1059.74,3
14265.0,110,3,3941.16,2
14267.0,163,3,6986.22,2
14270.0,37,2,2537.47,1
14271.0,226,1,1017.0999999999999,3
14272.0,74,2,6466.18,2
14273.0,52,4,2474.77,2
14276.0,99,4,12088.38,2
14277.0,16,3,18928.86,2
14280.0,197,1,670.33,3
14282.0,4,15,24948.46,0
14284.0,31,2,2260.37,1
14285.0,22,5,8901.89,2
14286.0,24,4,52438.51,0
14287.0,9,3,2577.51,1
14288.0,214,1,2364.3,3
14289.0,9,6,3789.48,1
14290.0,12,5,11028.26,0
14291.0,2,12,34318.25,0
14292.0,8,9,17931.26,0
14293.0,4,4,6579.12,1
14295.0,41,1,1031.16,3
14297.0,18,4,7641.87,1
14298.0,9,44,636167.17,0
14299.0,9,10,25087.2,0
14300.0,19,2,830.16,1
14301.0,118,1,6868.08,2
14304.0,223,1,1817.6,3
14305.0,54,4,18146.22,2
14306.0,52,2,13040.04,2
14307.0,89,6,23794.13,2
14309.0,9,9,17912.71,0
14311.0,243,1,1814.3,3
14312.0,47,6,11767.539999999999,2
14314.0,107,1,3156.88,3
14315.0,45,6,10705.71,2
14316.0,284,1,242.03,3
14317.0,65,1,2829.64,3
14320.0,207,2,3820.99,3
14321.0,11,6,26875.24,0
14323.0,115,3,4232.45,2
14326.0,243,1,1244.09,3
14327.0,164,1,1743.96,3
14329.0,18,7,34025.59,0
14331.0,125,2,2937.63,3
14332.0,16,4,5903.35,1
14333.0,68,1,1020.02,3
14334.0,17,8,19726.59,0
14335.0,17,2,4096.7,1
14336.0,17,4,16265.33,2
14338.0,162,2,4036.59,2
14339.0,243,1,2039.02,3
14340.0,165,2,1250.1,3
14341.0,46,8,14474.15,0
14342.0,22,4,4241.74,1
14344.0,128,8,5801.21,2
14345.0,39,1,624.1700000000001,3
14346.0,121,2,6900.599999999999,2
14348.0,261,1,2295.35,3
14349.0,11,1,551.21,1
14350.0,275,1,2165.73,3
14351.0,165,2,35208.909999999996,2
14352.0,158,4,6619.79,2
14353.0,216,1,748.9,3
14354.0,6,2,1755.3,1
14355.0,366,1,1121.74,3
14356.0,36,3,14852.92,2
14357.0,44,1,1704.87,1
14359.0,20,3,4737.4,1
14360.0,32,4,13488.42,2
14362.0,23,1,1118.52,1
14364.0,109,8,18538.81,2
14365.0,26,1,184148.76,2
14367.0,9,16,45721.08,0
14368.0,320,1,527.88,3
14369.0,8,1,117.61,1
14371.0,296,1,451.52,3
14373.0,359,1,252.7,3
14375.0,186,1,2252.49,3
14377.0,192,2,2877.1099999999997,3
14379.0,45,2,3337.2599999999998,1
14381.0,53,1,1692.1799999999998,3
14382.0,27,1,13115.53,1
14383.0,39,4,9608.97,2
14385.0,10,4,1180.99,1
14386.0,297,1,699.4,3
14387.0,33,3,9804.53,2
14388.0,11,9,27812.02,0
14389.0,66,2,6474.26,2
14390.0,11,10,22773.77,0
14393.0,219,1,202.88,3
14395.0,3,9,19410.3,0
14396.0,66,2,2768.99,2
14397.0,3,19,19764.28,0
14400.0,150,2,6073.139999999999,2
14401.0,5,13,48574.0,0
14403.0,131,4,6831.84,2
14404.0,34,6,8378.75,2
14406.0,120,1,826.0,3
14407.0,108,5,16316.36,2
14408.0,11,7,18253.02,0
14409.0,72,6,13369.1,2
14410.0,93,9,6959.69,2
14411.0,74,2,8554.16,2
14412.0,43,3,8985.25,2
14413.0,363,1,810.49,3
14414.0,92,7,27282.32,2
14415.0,2,14,32660.13,0
14416.0,23,2,3719.14,1
14418.0,4,4,28750.329999999998,0
14419.0,11,6,5377.61,0
14420.0,100,1,3820.58,3
14421.0,58,3,24639.89,2
14422.0,1,6,33035.84,0
14423.0,219,1,1501.44,3
14424.0,18,2,867.12,1
14426.0,24,11,37372.79,0
14427.0,51,3,3676.9,2
14428.0,8,5,5198.44,1
14431.0,303,1,1814.42,3
14432.0,10,6,22635.29,0
